table_schema,table_name,ordinal_position,column_name,data_type,udt_name,is_nullable,column_default,is_primary_key,foreign_table_schema,foreign_table_name,foreign_column_name,foreign_key_constraint
storage,buckets,2,name,text,text,NO,null,false,null,null,null,null
storage,buckets,3,owner,uuid,uuid,YES,null,false,null,null,null,null
storage,buckets,4,created_at,timestamp with time zone,timestamptz,YES,now(),false,null,null,null,null
storage,buckets,5,updated_at,timestamp with time zone,timestamptz,YES,now(),false,null,null,null,null
storage,buckets,6,public,boolean,bool,YES,false,false,null,null,null,null
storage,buckets,7,avif_autodetection,boolean,bool,YES,false,false,null,null,null,null
storage,buckets,8,file_size_limit,bigint,int8,YES,null,false,null,null,null,null
storage,buckets,9,allowed_mime_types,ARRAY,_text,YES,null,false,null,null,null,null
storage,buckets,10,owner_id,text,text,YES,null,false,null,null,null,null
storage,migrations,1,id,integer,int4,NO,null,false,null,null,null,null
storage,migrations,2,name,character varying,varchar,NO,null,false,null,null,null,null
storage,migrations,3,hash,character varying,varchar,NO,null,false,null,null,null,null
storage,migrations,4,executed_at,timestamp without time zone,timestamp,YES,CURRENT_TIMESTAMP,false,null,null,null,null
storage,objects,1,id,uuid,uuid,NO,gen_random_uuid(),true,null,null,null,null
storage,objects,2,bucket_id,text,text,YES,null,false,null,null,null,null
storage,objects,3,name,text,text,YES,null,false,null,null,null,null
storage,objects,4,owner,uuid,uuid,YES,null,false,null,null,null,null
storage,objects,5,created_at,timestamp with time zone,timestamptz,YES,now(),false,null,null,null,null
storage,objects,6,updated_at,timestamp with time zone,timestamptz,YES,now(),false,null,null,null,null
storage,objects,7,last_accessed_at,timestamp with time zone,timestamptz,YES,now(),false,null,null,null,null
storage,objects,8,metadata,jsonb,jsonb,YES,null,false,null,null,null,null
storage,objects,9,path_tokens,ARRAY,_text,YES,null,false,null,null,null,null
storage,objects,10,version,text,text,YES,null,false,null,null,null,null
storage,objects,11,owner_id,text,text,YES,null,false,null,null,null,null
storage,objects,12,user_metadata,jsonb,jsonb,YES,null,false,null,null,null,null
storage,s3_multipart_uploads,1,id,text,text,NO,null,true,null,null,null,null
storage,s3_multipart_uploads,2,in_progress_size,bigint,int8,NO,0,false,null,null,null,null
storage,s3_multipart_uploads,3,upload_signature,text,text,NO,null,false,null,null,null,null
storage,s3_multipart_uploads,4,bucket_id,text,text,NO,null,false,null,null,null,null
storage,s3_multipart_uploads,5,key,text,text,NO,null,false,null,null,null,null
storage,s3_multipart_uploads,6,version,text,text,NO,null,false,null,null,null,null
storage,s3_multipart_uploads,7,owner_id,text,text,YES,null,false,null,null,null,null
storage,s3_multipart_uploads,8,created_at,timestamp with time zone,timestamptz,NO,now(),false,null,null,null,null
storage,s3_multipart_uploads,9,user_metadata,jsonb,jsonb,YES,null,false,null,null,null,null
storage,s3_multipart_uploads_parts,1,id,uuid,uuid,NO,gen_random_uuid(),true,null,null,null,null
storage,s3_multipart_uploads_parts,2,upload_id,text,text,NO,null,false,null,null,null,null
storage,s3_multipart_uploads_parts,3,size,bigint,int8,NO,0,false,null,null,null,null
storage,s3_multipart_uploads_parts,4,part_number,integer,int4,NO,null,false,null,null,null,null
storage,s3_multipart_uploads_parts,5,bucket_id,text,text,NO,null,false,null,null,null,null
storage,s3_multipart_uploads_parts,6,key,text,text,NO,null,false,null,null,null,null
storage,s3_multipart_uploads_parts,7,etag,text,text,NO,null,false,null,null,null,null
storage,s3_multipart_uploads_parts,8,owner_id,text,text,YES,null,false,null,null,null,null
storage,s3_multipart_uploads_parts,9,version,text,text,NO,null,false,null,null,null,null
storage,s3_multipart_uploads_parts,10,created_at,timestamp with time zone,timestamptz,NO,now(),false,null,null,null,null
supabase_migrations,schema_migrations,1,version,text,text,NO,null,true,null,null,null,null
supabase_migrations,schema_migrations,2,statements,ARRAY,_text,YES,null,false,null,null,null,null
supabase_migrations,schema_migrations,3,name,text,text,YES,null,false,null,null,null,null
vault,decrypted_secrets,1,id,uuid,uuid,YES,null,false,null,null,null,null
vault,decrypted_secrets,2,name,text,text,YES,null,false,null,null,null,null
vault,decrypted_secrets,3,description,text,text,YES,null,false,null,null,null,null
vault,decrypted_secrets,4,secret,text,text,YES,null,false,null,null,null,null
vault,decrypted_secrets,5,decrypted_secret,text,text,YES,null,false,null,null,null,null
vault,decrypted_secrets,6,key_id,uuid,uuid,YES,null,false,null,null,null,null
vault,decrypted_secrets,7,nonce,bytea,bytea,YES,null,false,null,null,null,null
vault,decrypted_secrets,8,created_at,timestamp with time zone,timestamptz,YES,null,false,null,null,null,null
vault,decrypted_secrets,9,updated_at,timestamp with time zone,timestamptz,YES,null,false,null,null,null,null
vault,secrets,1,id,uuid,uuid,NO,gen_random_uuid(),true,null,null,null,null
vault,secrets,2,name,text,text,YES,null,false,null,null,null,null
vault,secrets,3,description,text,text,NO,''::text,false,null,null,null,null
vault,secrets,4,secret,text,text,NO,null,false,null,null,null,null
vault,secrets,5,key_id,uuid,uuid,YES,null,false,null,null,null,null
vault,secrets,6,nonce,bytea,bytea,YES,vault._crypto_aead_det_noncegen(),false,null,null,null,null
vault,secrets,7,created_at,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,false,null,null,null,null
vault,secrets,8,updated_at,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,false,null,null,null,null
